player_id,ab_group,chest_opens,legendary_drops,legendary_drop_rate_player,first_legendary_date,gear_drops,hero_shards_collected,characters_unlocked_from_chests,gems_spent_on_chests
P0015747,variant,0,0,0.0,,0,1,0,0
P0015748,control,0,0,0.0,,0,0,0,0
P0015749,variant,0,0,0.0,,0,1,0,1
P0015750,control,0,0,0.0,,0,0,0,0
P0015751,control,2,0,0.0,,2,12,0,571
P0015752,variant,0,0,0.0,,0,1,0,3
P0015753,variant,0,0,0.0,,0,1,0,1
P0015754,control,0,0,0.0,,0,0,0,0
P0015755,variant,0,0,0.0,,0,7,0,3
P0015756,control,1,0,0.0,,1,8,0,300
P0015757,control,0,0,0.0,,0,0,0,0
P0015758,variant,0,0,0.0,,0,3,0,8
P0015759,control,2,0,0.0,,0,33,0,485
P0015760,variant,0,0,0.0,,0,0,0,0
P0015761,variant,0,0,0.0,,0,0,0,2
P0015762,variant,1,0,0.0,,0,3,0,261
P0015763,variant,3,0,0.0,2026-06-04,2,17,0,766
P0015764,control,1,0,0.0,,1,5,0,189
P0015765,variant,12,0,0.0,,4,70,0,3096
P0015766,variant,2,0,0.0,,0,10,0,404
P0015767,variant,2,0,0.0,,1,4,0,471
P0015768,control,0,0,0.0,,0,1,0,2
P0015769,variant,0,0,0.0,,0,1,0,1
P0015770,variant,1,0,0.0,,0,8,0,280
P0015771,variant,0,0,0.0,,0,0,0,0
P0015772,control,0,0,0.0,,0,1,0,0
P0015773,control,5,0,0.0,,1,43,0,1400
P0015774,control,0,0,0.0,,0,0,0,0
P0015775,control,0,0,0.0,,0,1,0,0
P0015776,control,0,0,0.0,,0,0,0,0
P0015777,control,0,0,0.0,,0,0,0,1
P0015778,variant,1,0,0.0,,1,8,0,262
P0015779,control,6,0,0.0,2026-06-21,3,43,0,1610
P0015780,variant,9,0,0.0,,3,59,0,2227
P0015781,control,0,0,0.0,,0,0,0,0
P0015782,variant,0,0,0.0,,0,1,0,2
P0015783,control,0,0,0.0,,0,2,0,2
P0015784,variant,4,0,0.0,,1,19,0,967
P0015785,control,0,0,0.0,,0,2,0,0
P0015786,variant,1,0,0.0,,0,6,0,222
P0015787,variant,1,0,0.0,,0,6,0,306
P0015788,variant,0,0,0.0,,0,0,0,0
P0015789,variant,0,0,0.0,,0,3,0,1
P0015790,control,1,0,0.0,,0,4,0,245
P0015791,variant,0,0,0.0,,0,0,0,1
P0015792,variant,0,0,0.0,,0,1,0,0
P0015793,variant,0,0,0.0,,0,0,0,0
P0015794,variant,0,0,0.0,,0,0,0,0
P0015795,control,1,0,0.0,,1,8,0,255
P0015796,control,0,0,0.0,,0,4,0,5
P0015797,variant,1,0,0.0,,0,5,0,299
P0015798,control,1,0,0.0,,1,3,0,249
P0015799,control,0,0,0.0,,0,0,0,0
P0015800,control,4,0,0.0,,2,34,0,1089
P0015801,control,5,0,0.0,,4,38,0,1227
P0015802,variant,0,0,0.0,,0,0,0,2
P0015803,variant,0,0,0.0,,0,0,0,0
P0015804,control,0,0,0.0,,0,1,0,0
P0015805,variant,1,0,0.0,,0,3,0,202
P0015806,variant,0,0,0.0,,0,0,0,0
P0015807,variant,1,0,0.0,,1,3,0,270
P0015808,variant,0,0,0.0,,0,0,0,0
P0015809,variant,0,0,0.0,,0,0,0,0
P0015810,control,0,0,0.0,,0,0,0,2
P0015811,variant,0,0,0.0,,0,2,0,2
P0015812,control,2,0,0.0,,2,15,0,491
P0015813,control,0,0,0.0,,0,1,0,0
P0015814,control,0,0,0.0,,0,0,0,1
P0015815,control,11,0,0.0,,6,51,0,2368
P0015816,control,1,0,0.0,,0,7,0,205
P0015817,control,0,0,0.0,,0,0,0,1
P0015818,variant,0,0,0.0,,0,2,0,1
P0015819,variant,0,0,0.0,,0,0,0,1
P0015820,control,0,0,0.0,,0,0,0,0
P0015821,control,0,0,0.0,,0,0,0,0
P0015822,control,0,0,0.0,,0,0,0,0
P0015823,control,1,0,0.0,,0,2,0,250
P0015824,variant,0,0,0.0,,0,0,0,1
P0015825,control,3,1,0.3333,2026-05-13,0,32,1,834
P0015826,control,3,1,0.3333,2026-06-19,2,18,1,798
P0015827,control,4,0,0.0,,1,28,0,1025
P0015828,variant,0,0,0.0,,0,0,0,1
P0015829,variant,0,0,0.0,,0,0,0,1
P0015830,variant,0,0,0.0,,0,4,0,1
P0015831,control,7,0,0.0,,3,46,0,1933
P0015832,variant,0,0,0.0,,0,3,0,1
P0015833,control,0,0,0.0,,0,0,0,1
P0015834,variant,3,0,0.0,,1,19,0,716
P0015835,variant,0,0,0.0,,0,0,0,2
P0015836,control,3,0,0.0,,2,23,0,833
P0015837,variant,0,0,0.0,,0,2,0,0
P0015838,control,0,0,0.0,,0,3,0,0
P0015839,variant,0,0,0.0,,0,0,0,0
P0015840,variant,0,0,0.0,,0,18,0,8
P0015841,control,0,0,0.0,,0,0,0,0
P0015842,variant,1,0,0.0,,0,6,0,223
P0015843,variant,0,0,0.0,,0,0,0,1
P0015844,variant,0,0,0.0,,0,1,0,0
P0015845,variant,1,0,0.0,,0,7,0,245
P0015846,control,6,0,0.0,2026-07-03,1,36,0,1458
P0015847,control,9,0,0.0,,7,42,0,2115
P0015848,control,0,0,0.0,,0,1,0,1
P0015849,variant,6,0,0.0,,3,38,0,1647
P0015850,variant,0,0,0.0,,0,0,0,0
P0015851,variant,0,0,0.0,,0,1,0,0
P0015852,variant,0,0,0.0,,0,0,0,1
P0015853,variant,0,0,0.0,,0,0,0,1
P0015854,variant,0,0,0.0,,0,0,0,0
P0015855,control,0,0,0.0,,0,2,0,0
P0015856,variant,0,0,0.0,,0,1,0,0
P0015857,variant,0,0,0.0,,0,0,0,1
P0015858,control,5,1,0.2,2026-03-27,1,32,1,1335
P0015859,control,0,0,0.0,,0,3,0,0
P0015860,control,6,0,0.0,,1,33,0,1509
P0015861,control,0,0,0.0,,0,0,0,1
P0015862,control,0,0,0.0,,0,4,0,3
P0015863,variant,0,0,0.0,,0,0,0,0
P0015864,variant,0,0,0.0,,0,1,0,0
P0015865,variant,0,0,0.0,,0,2,0,2
P0015866,control,0,0,0.0,,0,0,0,0
P0015867,variant,0,0,0.0,,0,0,0,0
P0015868,variant,0,0,0.0,,0,0,0,1
P0015869,control,0,0,0.0,,0,0,0,1
P0015870,variant,0,0,0.0,,0,1,0,2
P0015871,variant,0,0,0.0,,0,0,0,0
P0015872,variant,0,0,0.0,,0,0,0,0
P0015873,control,0,0,0.0,,0,0,0,0
P0015874,control,0,0,0.0,,0,0,0,0
P0015875,variant,0,0,0.0,,0,0,0,0
P0015876,control,1,0,0.0,,0,9,0,274
P0015877,control,0,0,0.0,,0,2,0,1
P0015878,variant,0,0,0.0,,0,1,0,1
P0015879,variant,1,0,0.0,,0,3,0,255
P0015880,control,0,0,0.0,,0,0,0,2
P0015881,control,0,0,0.0,,0,3,0,1
P0015882,control,1,0,0.0,,1,4,0,223
P0015883,control,2,0,0.0,,2,11,0,559
P0015884,control,0,0,0.0,,0,0,0,1
P0015885,control,0,0,0.0,,0,2,0,1
P0015886,control,0,0,0.0,,0,0,0,1
P0015887,variant,0,0,0.0,,0,0,0,0
P0015888,control,1,0,0.0,,0,3,0,232
P0015889,variant,0,0,0.0,,0,0,0,4
P0015890,control,1,0,0.0,,1,10,0,237
P0015891,variant,0,0,0.0,,0,0,0,1
P0015892,variant,0,0,0.0,,0,1,0,1
P0015893,variant,0,0,0.0,,0,0,0,1
P0015894,variant,0,0,0.0,,0,0,0,0
P0015895,control,0,0,0.0,,0,0,0,0
P0015896,control,30,0,0.0,2026-06-16,10,109,2,7480
P0015897,control,3,0,0.0,,1,6,0,742
P0015898,control,0,0,0.0,,0,0,0,2
P0015899,variant,0,0,0.0,,0,0,0,0
P0015900,variant,0,0,0.0,,0,0,0,0
P0015901,variant,0,0,0.0,,0,0,0,0
P0015902,variant,2,0,0.0,,2,19,0,550
P0015903,variant,0,0,0.0,,0,0,0,0
P0015904,variant,0,0,0.0,,0,1,0,1
P0015905,variant,6,0,0.0,,5,38,0,1432
P0015906,variant,1,0,0.0,,0,5,0,290
P0015907,variant,2,0,0.0,,0,11,0,469
P0015908,control,0,0,0.0,,0,0,0,0
P0015909,control,0,0,0.0,,0,1,0,2
P0015910,variant,5,0,0.0,,2,29,0,1203
P0015911,control,0,0,0.0,,0,2,0,3
P0015912,variant,3,0,0.0,,0,21,0,734
P0015913,variant,0,0,0.0,,0,2,0,1
P0015914,variant,122,5,0.041,2026-07-08,59,445,14,25722
P0015915,variant,0,0,0.0,,0,1,0,0
P0015916,control,0,0,0.0,,0,0,0,1
P0015917,control,0,0,0.0,,0,0,0,0
P0015918,variant,1,0,0.0,,0,3,0,181
P0015919,control,0,0,0.0,,0,3,0,1
P0015920,control,0,0,0.0,,0,0,0,0
P0015921,control,2,0,0.0,,0,4,0,586
P0015922,variant,0,0,0.0,,0,0,0,1
P0015923,variant,0,0,0.0,,0,0,0,0
P0015924,variant,0,0,0.0,,0,0,0,0
P0015925,variant,0,0,0.0,,0,0,0,0
P0015926,variant,8,0,0.0,,3,52,0,2112
P0015927,control,0,0,0.0,,0,0,0,0
P0015928,control,1,0,0.0,,1,4,0,209
P0015929,control,0,0,0.0,,0,0,0,0
P0015930,variant,1,0,0.0,,0,4,0,246
P0015931,variant,2,0,0.0,,2,2,0,504
P0015932,variant,0,0,0.0,,0,0,0,0
P0015933,control,2,0,0.0,,1,12,0,521
P0015934,variant,0,0,0.0,,0,0,0,0
P0015935,control,0,0,0.0,,0,2,0,2
P0015936,control,0,0,0.0,,0,1,0,3
P0015937,control,1,0,0.0,,1,3,0,198
P0015938,control,0,0,0.0,,0,0,0,1
P0015939,variant,0,0,0.0,,0,2,0,5
P0015940,control,0,0,0.0,,0,0,0,0
P0015941,control,0,0,0.0,,0,0,0,0
P0015942,control,0,0,0.0,,0,3,0,1
P0015943,control,0,0,0.0,,0,1,0,1
P0015944,variant,1,0,0.0,,1,4,0,266
P0015945,variant,1,1,1.0,2026-04-03,0,5,1,311
P0015946,control,0,0,0.0,,0,1,0,0
P0015947,variant,45,0,0.0,2026-06-26,10,163,3,10845
P0015948,control,3,0,0.0,,3,18,0,784
P0015949,control,2,0,0.0,,0,5,0,507
P0015950,variant,2,0,0.0,,2,13,0,511
P0015951,variant,0,0,0.0,,0,0,0,0
P0015952,variant,5,0,0.0,,2,25,0,1364
P0015953,variant,0,0,0.0,,0,1,0,0
P0015954,control,0,0,0.0,,0,5,0,4
P0015955,variant,6,0,0.0,2026-04-22,4,36,0,1407
P0015956,control,4,0,0.0,2026-06-25,0,26,0,1134
P0015957,variant,0,0,0.0,,0,0,0,0
P0015958,control,0,0,0.0,,0,0,0,0
P0015959,variant,0,0,0.0,,0,0,0,0
P0015960,variant,2,0,0.0,,1,6,0,569
P0015961,control,7,0,0.0,,3,47,0,1630
P0015962,variant,0,0,0.0,,0,0,0,0
P0015963,variant,5,0,0.0,,0,29,0,1195
P0015964,variant,1,0,0.0,,1,5,0,206
P0015965,control,0,0,0.0,,0,1,0,0
P0015966,control,1,0,0.0,,0,4,0,200
P0015967,control,1,0,0.0,,0,6,0,240
P0015968,control,0,0,0.0,,0,1,0,0
P0015969,control,2,0,0.0,,0,4,0,532
P0015970,variant,0,0,0.0,,0,1,0,1
P0015971,variant,0,0,0.0,,0,1,0,0
P0015972,control,0,0,0.0,,0,0,0,3
P0015973,control,0,0,0.0,,0,0,0,2
P0015974,variant,0,0,0.0,,0,0,0,0
P0015975,control,0,0,0.0,,0,2,0,0
P0015976,variant,1,0,0.0,,0,5,0,229
P0015977,variant,1,0,0.0,,0,7,0,294
P0015978,control,0,0,0.0,,0,0,0,0
P0015979,control,0,0,0.0,,0,1,0,0
P0015980,control,0,0,0.0,,0,0,0,0
P0015981,variant,2,0,0.0,,0,8,0,541
P0015982,variant,0,0,0.0,,0,0,0,0
P0015983,control,0,0,0.0,,0,1,0,0
P0015984,variant,1,0,0.0,,0,6,0,241
P0015985,variant,1,0,0.0,,0,5,0,189
P0015986,variant,0,0,0.0,,0,1,0,2
P0015987,control,0,0,0.0,,0,3,0,1
P0015988,variant,9,0,0.0,,6,54,0,1908
P0015989,variant,0,0,0.0,,0,4,0,4
P0015990,control,4,0,0.0,,2,24,0,1063
P0015991,variant,2,0,0.0,,1,9,0,494
P0015992,variant,0,0,0.0,,0,3,0,2
P0015993,variant,0,0,0.0,,0,0,0,1
P0015994,variant,5,0,0.0,,0,32,0,1117
P0015995,variant,6,0,0.0,2026-04-06,4,31,0,1488
P0015996,variant,35,1,0.0286,2026-05-28,12,124,3,10372
P0015997,control,1,0,0.0,,1,10,0,221
P0015998,variant,9,1,0.1111,2026-04-19,4,61,1,2299
P0015999,control,3,0,0.0,2026-04-17,2,17,0,823
P0016000,variant,0,0,0.0,,0,0,0,0
P0016001,variant,0,0,0.0,,0,2,0,0
P0016002,control,7,0,0.0,,2,30,0,1622
P0016003,variant,0,0,0.0,,0,0,0,0
P0016004,control,9,0,0.0,,6,59,0,2220
P0016005,control,0,0,0.0,,0,1,0,2
P0016006,variant,0,0,0.0,,0,0,0,0
P0016007,control,0,0,0.0,,0,1,0,2
P0016008,variant,0,0,0.0,,0,4,0,1
P0016009,variant,0,0,0.0,,0,2,0,2
P0016010,variant,0,0,0.0,,0,4,0,0
P0016011,control,0,0,0.0,,0,0,0,2
P0016012,control,8,0,0.0,,2,48,0,1922
P0016013,control,1,0,0.0,,1,4,0,241
P0016014,variant,0,0,0.0,,0,1,0,3
P0016015,control,0,0,0.0,,0,2,0,3
P0016016,variant,1,0,0.0,,1,3,0,268
P0016017,variant,0,0,0.0,,0,0,0,1
P0016018,control,2,0,0.0,,0,7,0,412
P0016019,variant,1,0,0.0,,0,7,0,222
P0016020,variant,0,0,0.0,,0,0,0,0
P0016021,variant,0,0,0.0,,0,0,0,0
P0016022,variant,0,0,0.0,,0,6,0,1
P0016023,control,6,0,0.0,,4,20,0,1520
P0016024,variant,10,0,0.0,,5,44,0,2575
P0016025,variant,1,0,0.0,,1,8,0,295
P0016026,variant,0,0,0.0,,0,1,0,1
P0016027,variant,0,0,0.0,,0,0,0,0
P0016028,variant,44,1,0.0227,2026-05-27,14,165,4,9748
P0016029,variant,0,0,0.0,,0,0,0,1
P0016030,control,0,0,0.0,,0,0,0,0
P0016031,variant,0,0,0.0,,0,0,0,0
P0016032,variant,1,0,0.0,,0,2,0,258
P0016033,variant,0,0,0.0,,0,1,0,1
P0016034,control,0,0,0.0,,0,0,0,0
P0016035,control,0,0,0.0,,0,0,0,0
P0016036,variant,0,0,0.0,,0,3,0,1
P0016037,control,7,0,0.0,,2,41,0,1789
P0016038,control,0,0,0.0,,0,1,0,3
P0016039,control,7,0,0.0,,3,48,0,1739
P0016040,variant,0,0,0.0,,0,0,0,0
P0016041,variant,0,0,0.0,,0,1,0,1
P0016042,control,0,0,0.0,,0,0,0,0
P0016043,variant,11,0,0.0,,3,45,0,2570
P0016044,control,0,0,0.0,,0,0,0,0
P0016045,variant,3,0,0.0,,2,12,0,694
P0016046,control,0,0,0.0,,0,0,0,0
P0016047,control,0,0,0.0,,0,0,0,0
P0016048,control,0,0,0.0,,0,1,0,1
P0016049,variant,1,0,0.0,,0,8,0,305
P0016050,control,0,0,0.0,,0,1,0,0
P0016051,variant,2,0,0.0,,1,8,0,568
P0016052,control,9,0,0.0,,4,50,0,2369
P0016053,variant,1,0,0.0,,0,5,0,270
P0016054,variant,0,0,0.0,,0,1,0,1
P0016055,variant,6,0,0.0,,2,19,0,1460
P0016056,variant,77,1,0.013,2026-07-02,33,237,7,23170
P0016057,variant,0,0,0.0,,0,0,0,0
P0016058,control,0,0,0.0,,0,1,0,0
P0016059,control,0,0,0.0,,0,0,0,0
P0016060,variant,0,0,0.0,,0,0,0,0
P0016061,control,1,0,0.0,,0,3,0,249
P0016062,control,0,0,0.0,,0,0,0,1
P0016063,variant,0,0,0.0,,0,0,0,0
P0016064,control,0,0,0.0,,0,3,0,3
P0016065,variant,0,0,0.0,,0,2,0,0
P0016066,variant,0,0,0.0,,0,0,0,0
P0016067,variant,6,0,0.0,,1,34,0,1418
P0016068,control,0,0,0.0,,0,0,0,0
P0016069,control,1,0,0.0,,1,7,0,234
P0016070,variant,0,0,0.0,,0,1,0,0
P0016071,control,0,0,0.0,,0,0,0,1
P0016072,variant,0,0,0.0,,0,0,0,2
P0016073,variant,0,0,0.0,,0,1,0,0
P0016074,variant,10,0,0.0,2026-05-25,2,65,0,2375
P0016075,control,0,0,0.0,,0,1,0,0
P0016076,variant,0,0,0.0,,0,9,0,1
P0016077,variant,0,0,0.0,,0,2,0,2
P0016078,variant,0,0,0.0,,0,2,0,1
P0016079,control,1,0,0.0,,0,6,0,305
P0016080,variant,2,0,0.0,,1,8,0,506
P0016081,control,1,0,0.0,,0,10,0,302
P0016082,variant,0,0,0.0,,0,0,0,1
P0016083,variant,0,0,0.0,,0,2,0,2
P0016084,control,87,0,0.0,2026-05-09,29,295,6,26789
P0016085,control,37,0,0.0,2026-05-12,15,138,2,10196
P0016086,variant,7,0,0.0,,3,35,0,1843
P0016087,control,0,0,0.0,,0,0,0,0
P0016088,variant,0,0,0.0,,0,0,0,0
P0016089,control,0,0,0.0,,0,2,0,0
P0016090,control,0,0,0.0,,0,5,0,2
P0016091,variant,0,0,0.0,,0,0,0,1
P0016092,variant,0,0,0.0,,0,0,0,1
P0016093,control,0,0,0.0,,0,1,0,2
P0016094,control,0,0,0.0,,0,0,0,0
P0016095,control,5,0,0.0,,2,49,0,1295
P0016096,control,1,0,0.0,,0,3,0,225
P0016097,variant,0,0,0.0,,0,3,0,1
P0016098,control,0,0,0.0,,0,5,0,3
P0016099,variant,0,0,0.0,,0,1,0,1
P0016100,control,0,0,0.0,,0,1,0,0
P0016101,control,0,0,0.0,,0,0,0,0
P0016102,control,3,0,0.0,,1,18,0,726
P0016103,variant,6,0,0.0,,1,15,0,1623
P0016104,control,0,0,0.0,,0,2,0,1
P0016105,control,0,0,0.0,,0,0,0,0
P0016106,control,0,0,0.0,,0,1,0,0
P0016107,variant,2,0,0.0,,0,4,0,611
P0016108,variant,0,0,0.0,,0,1,0,1
P0016109,control,3,0,0.0,,1,17,0,727
P0016110,variant,1,0,0.0,,1,8,0,288
P0016111,control,0,0,0.0,,0,2,0,3
P0016112,variant,9,0,0.0,2026-05-20,1,73,0,2257
P0016113,control,2,0,0.0,,0,9,0,533
P0016114,variant,0,0,0.0,,0,2,0,2
P0016115,variant,4,0,0.0,2026-05-27,3,19,0,852
P0016116,variant,5,0,0.0,,3,26,0,1246
P0016117,variant,7,0,0.0,2026-03-26,3,49,0,1771
P0016118,control,1,1,1.0,2026-06-24,1,8,1,252
P0016119,variant,0,0,0.0,,0,0,0,0
P0016120,control,5,0,0.0,,3,21,0,1179
P0016121,control,5,0,0.0,,2,21,0,1142
P0016122,variant,0,0,0.0,,0,1,0,1
P0016123,control,4,0,0.0,,1,30,0,1025
P0016124,control,2,0,0.0,,2,10,0,537
P0016125,control,2,0,0.0,,0,4,0,447
P0016126,variant,1,0,0.0,,1,3,0,199
P0016127,variant,4,0,0.0,2026-03-31,1,24,0,1072
P0016128,control,0,0,0.0,,0,1,0,2
P0016129,variant,50,5,0.1,2026-03-25,20,209,9,12930
P0016130,control,0,0,0.0,,0,1,0,0
P0016131,variant,2,0,0.0,,1,8,0,460
P0016132,variant,13,1,0.0769,2026-06-21,5,47,2,3053
P0016133,variant,2,0,0.0,,2,8,0,465
P0016134,variant,0,0,0.0,,0,3,0,1
P0016135,variant,1,0,0.0,,0,8,0,253
P0016136,variant,0,0,0.0,,0,2,0,0
P0016137,variant,2,0,0.0,,1,6,0,510
P0016138,variant,0,0,0.0,,0,2,0,0
P0016139,control,0,0,0.0,,0,3,0,4
P0016140,variant,0,0,0.0,,0,2,0,3
P0016141,variant,0,0,0.0,,0,0,0,0
P0016142,control,1,0,0.0,,1,13,0,252
P0016143,control,0,0,0.0,,0,4,0,2
P0016144,control,0,0,0.0,,0,0,0,0
P0016145,variant,0,0,0.0,,0,0,0,0
P0016146,control,5,1,0.2,2026-05-20,3,27,1,1276
P0016147,control,2,0,0.0,,0,15,0,508
P0016148,control,1,0,0.0,,0,0,0,259
P0016149,variant,2,0,0.0,,1,5,0,511
P0016150,variant,1,0,0.0,,0,10,0,285
P0016151,variant,0,0,0.0,,0,3,0,0
P0016152,variant,1,0,0.0,,1,3,0,231
P0016153,control,4,0,0.0,2026-04-28,1,16,0,987
P0016154,variant,0,0,0.0,,0,0,0,0
P0016155,control,0,0,0.0,,0,0,0,0
P0016156,variant,3,0,0.0,,1,20,0,791
P0016157,variant,0,0,0.0,,0,0,0,0
P0016158,variant,29,1,0.0345,2026-05-25,11,119,3,7406
P0016159,control,0,0,0.0,,0,1,0,3
P0016160,control,6,0,0.0,2026-06-02,2,22,0,1302
P0016161,control,0,0,0.0,,0,2,0,4
P0016162,variant,0,0,0.0,,0,0,0,0
P0016163,control,1,0,0.0,,0,5,0,246
P0016164,variant,0,0,0.0,,0,0,0,1
P0016165,control,15,0,0.0,,6,59,1,4712
P0016166,variant,0,0,0.0,,0,0,0,0
P0016167,variant,0,0,0.0,,0,0,0,0
P0016168,control,0,0,0.0,,0,2,0,0
P0016169,variant,0,0,0.0,,0,0,0,1
P0016170,variant,0,0,0.0,,0,1,0,0
P0016171,control,0,0,0.0,,0,1,0,1
P0016172,variant,15,0,0.0,,5,79,1,3623
P0016173,control,0,0,0.0,,0,1,0,1
P0016174,control,0,0,0.0,,0,0,0,1
P0016175,control,18,0,0.0,,6,82,1,4763
P0016176,control,6,1,0.1667,2026-06-03,4,37,1,1450
P0016177,variant,0,0,0.0,,0,0,0,0
P0016178,variant,0,0,0.0,,0,0,0,0
P0016179,control,0,0,0.0,,0,0,0,1
P0016180,variant,0,0,0.0,,0,1,0,1
P0016181,variant,0,0,0.0,,0,2,0,1
P0016182,variant,0,0,0.0,,0,0,0,0
P0016183,control,2,0,0.0,,1,10,0,448
P0016184,variant,2,0,0.0,,0,13,0,462
P0016185,variant,2,0,0.0,,1,12,0,545
P0016186,control,0,0,0.0,,0,0,0,0
P0016187,variant,0,0,0.0,,0,2,0,0
P0016188,control,0,0,0.0,,0,0,0,0
P0016189,variant,11,0,0.0,,5,64,0,2739
P0016190,control,0,0,0.0,,0,0,0,0
P0016191,variant,0,0,0.0,,0,1,0,0
P0016192,variant,0,0,0.0,,0,2,0,4
P0016193,variant,0,0,0.0,,0,3,0,0
P0016194,variant,0,0,0.0,,0,0,0,0
P0016195,variant,0,0,0.0,,0,0,0,1
P0016196,variant,2,0,0.0,,1,21,0,472
P0016197,variant,0,0,0.0,,0,1,0,2
P0016198,variant,0,0,0.0,,0,0,0,0
P0016199,variant,0,0,0.0,,0,1,0,1
P0016200,control,0,0,0.0,,0,0,0,1
P0016201,variant,0,0,0.0,,0,0,0,0
P0016202,control,0,0,0.0,,0,1,0,1
P0016203,variant,0,0,0.0,,0,0,0,3
P0016204,variant,0,0,0.0,,0,0,0,0
P0016205,variant,6,0,0.0,,2,45,0,1404
P0016206,control,0,0,0.0,,0,1,0,0
P0016207,control,0,0,0.0,,0,0,0,0
P0016208,control,2,0,0.0,,0,11,0,445
P0016209,control,0,0,0.0,,0,0,0,1
P0016210,control,0,0,0.0,,0,0,0,0
P0016211,control,1,0,0.0,,0,7,0,276
P0016212,variant,1,0,0.0,2026-05-09,0,9,0,252
P0016213,variant,0,0,0.0,,0,0,0,3
P0016214,variant,0,0,0.0,,0,0,0,0
P0016215,variant,4,0,0.0,2026-06-22,1,20,0,1058
P0016216,variant,27,0,0.0,2026-06-04,11,99,2,6444
P0016217,variant,2,1,0.5,2026-04-30,0,13,1,516
P0016218,variant,0,0,0.0,,0,0,0,0
P0016219,control,2,0,0.0,,1,9,0,490
P0016220,control,0,0,0.0,,0,0,0,0
P0016221,control,9,0,0.0,,3,33,0,2300
P0016222,variant,0,0,0.0,,0,0,0,0
P0016223,control,0,0,0.0,,0,0,0,0
P0016224,control,1,0,0.0,,0,5,0,218
P0016225,control,0,0,0.0,,0,2,0,2
P0016226,control,0,0,0.0,,0,1,0,1
P0016227,control,0,0,0.0,,0,3,0,0
P0016228,control,0,0,0.0,,0,1,0,0
P0016229,control,0,0,0.0,,0,1,0,1
P0016230,variant,0,0,0.0,,0,0,0,0
P0016231,variant,0,0,0.0,,0,1,0,3
P0016232,control,1,0,0.0,,0,4,0,271
P0016233,variant,3,0,0.0,,1,9,0,794
P0016234,control,0,0,0.0,,0,0,0,2
P0016235,variant,0,0,0.0,,0,1,0,0
P0016236,variant,17,0,0.0,,8,59,1,4240
P0016237,control,1,0,0.0,,0,5,0,281
P0016238,variant,0,0,0.0,,0,9,0,4
P0016239,control,0,0,0.0,,0,0,0,1
P0016240,control,0,0,0.0,,0,1,0,1
P0016241,control,0,0,0.0,,0,0,0,0
P0016242,control,0,0,0.0,,0,0,0,0
P0016243,control,0,0,0.0,,0,0,0,1
P0016244,control,0,0,0.0,,0,1,0,1
P0016245,control,1,0,0.0,,1,11,0,326
P0016246,variant,8,0,0.0,2026-03-25,2,59,0,2182
P0016247,variant,0,0,0.0,,0,0,0,0
P0016248,control,1,0,0.0,,0,7,0,223
P0016249,variant,0,0,0.0,,0,4,0,3
P0016250,control,1,0,0.0,,1,5,0,252
P0016251,control,12,1,0.0833,2026-05-20,4,54,1,3112
P0016252,variant,0,0,0.0,,0,0,0,0
P0016253,variant,0,0,0.0,,0,0,0,1
P0016254,control,0,0,0.0,,0,0,0,1
P0016255,control,0,0,0.0,,0,0,0,0
P0016256,variant,7,0,0.0,,2,41,0,1739
P0016257,variant,1,0,0.0,,1,5,0,285
P0016258,variant,0,0,0.0,,0,0,0,0
P0016259,variant,0,0,0.0,,0,2,0,3
P0016260,control,2,0,0.0,,1,10,0,441
P0016261,control,34,0,0.0,2026-04-17,16,165,2,8132
P0016262,control,70,1,0.0143,2026-04-19,28,234,6,15625
P0016263,control,7,0,0.0,,1,39,0,1908
P0016264,variant,0,0,0.0,,0,1,0,1
P0016265,variant,0,0,0.0,,0,0,0,0
P0016266,variant,6,0,0.0,2026-06-06,1,23,0,1718
P0016267,control,0,0,0.0,,0,0,0,2
P0016268,variant,0,0,0.0,,0,0,0,1
P0016269,control,0,0,0.0,,0,0,0,1
P0016270,control,0,0,0.0,,0,0,0,0
P0016271,control,0,0,0.0,,0,0,0,0
P0016272,variant,0,0,0.0,,0,2,0,4
P0016273,variant,0,0,0.0,,0,3,0,0
P0016274,control,1,0,0.0,,0,5,0,244
P0016275,control,4,0,0.0,,3,27,0,924
P0016276,variant,0,0,0.0,,0,0,0,1
P0016277,control,8,0,0.0,,3,39,0,2006
P0016278,control,0,0,0.0,,0,2,0,0
P0016279,variant,6,0,0.0,,3,43,0,1292
P0016280,control,1,0,0.0,,0,4,0,255
P0016281,variant,0,0,0.0,,0,1,0,0
P0016282,variant,0,0,0.0,,0,2,0,2
P0016283,control,0,0,0.0,,0,0,0,0
P0016284,variant,0,0,0.0,,0,2,0,2
P0016285,control,0,0,0.0,,0,0,0,1
P0016286,variant,16,0,0.0,,4,84,1,3920
P0016287,control,0,0,0.0,,0,1,0,3
P0016288,control,0,0,0.0,,0,0,0,0
P0016289,variant,0,0,0.0,,0,0,0,1
P0016290,variant,11,1,0.0909,2026-06-06,4,38,1,2905
P0016291,control,0,0,0.0,,0,1,0,0
P0016292,control,0,0,0.0,,0,0,0,0
P0016293,control,0,0,0.0,,0,0,0,1
P0016294,control,0,0,0.0,,0,0,0,0
P0016295,control,1,0,0.0,,0,4,0,230
P0016296,variant,1,0,0.0,,0,1,0,228
P0016297,control,0,0,0.0,,0,0,0,0
P0016298,control,0,0,0.0,,0,1,0,1
P0016299,variant,0,0,0.0,,0,1,0,2
