player_id,true_segment
P0018018,Casual
P0018019,Churned-early
P0018020,Churned-early
P0018021,Casual
P0018022,Churned-early
P0018023,Grinder-F2W
P0018024,Churned-early
P0018025,Casual
P0018026,Churned-early
P0018027,Churned-early
P0018028,Spender
P0018029,Grinder-F2W
P0018030,Churned-early
P0018031,Churned-early
P0018032,Casual
P0018033,Churned-early
P0018034,Casual
P0018035,Churned-early
P0018036,Grinder-F2W
P0018037,Churned-early
P0018038,Churned-early
P0018039,Grinder-F2W
P0018040,Grinder-F2W
P0018041,Casual
P0018042,Casual
P0018043,Churned-early
P0018044,Churned-early
P0018045,Casual
P0018046,Grinder-F2W
P0018047,Casual
P0018048,Churned-early
P0018049,Grinder-F2W
P0018050,Casual
P0018051,Grinder-F2W
P0018052,Casual
P0018053,Grinder-F2W
P0018054,Casual
P0018055,Churned-early
P0018056,Churned-early
P0018057,Churned-early
P0018058,Spender
P0018059,Grinder-F2W
P0018060,Grinder-F2W
P0018061,Casual
P0018062,Churned-early
P0018063,Churned-early
P0018064,Churned-early
P0018065,Casual
P0018066,Casual
P0018067,Grinder-F2W
P0018068,Churned-early
P0018069,Casual
P0018070,Grinder-F2W
P0018071,Casual
P0018072,Grinder-F2W
P0018073,Churned-early
P0018074,Grinder-F2W
P0018075,Casual
P0018076,Churned-early
P0018077,Casual
P0018078,Churned-early
P0018079,Churned-early
P0018080,Casual
P0018081,Churned-early
P0018082,Casual
P0018083,Churned-early
P0018084,Casual
P0018085,Casual
P0018086,Grinder-F2W
P0018087,Churned-early
P0018088,Casual
P0018089,Casual
P0018090,Casual
P0018091,Grinder-F2W
P0018092,Casual
P0018093,Casual
P0018094,Churned-early
P0018095,Churned-early
P0018096,Grinder-F2W
P0018097,Casual
P0018098,Churned-early
P0018099,Churned-early
P0018100,Churned-early
P0018101,Churned-early
P0018102,Churned-early
P0018103,Casual
P0018104,Churned-early
P0018105,Grinder-F2W
P0018106,Churned-early
P0018107,Casual
P0018108,Casual
P0018109,Casual
P0018110,Grinder-F2W
P0018111,Churned-early
P0018112,Casual
P0018113,Grinder-F2W
P0018114,Casual
P0018115,Casual
P0018116,Churned-early
P0018117,Casual
P0018118,Churned-early
P0018119,Casual
P0018120,Casual
P0018121,Churned-early
P0018122,Grinder-F2W
P0018123,Churned-early
P0018124,Casual
P0018125,Churned-early
P0018126,Casual
P0018127,Casual
P0018128,Churned-early
P0018129,Casual
P0018130,Churned-early
P0018131,Churned-early
P0018132,Grinder-F2W
P0018133,Grinder-F2W
P0018134,Grinder-F2W
P0018135,Casual
P0018136,Casual
P0018137,Casual
P0018138,Casual
P0018139,Casual
P0018140,Churned-early
P0018141,Grinder-F2W
P0018142,Casual
P0018143,Spender
P0018144,Churned-early
P0018145,Grinder-F2W
P0018146,Grinder-F2W
P0018147,Grinder-F2W
P0018148,Grinder-F2W
P0018149,Churned-early
P0018150,Churned-early
P0018151,Casual
P0018152,Casual
P0018153,Churned-early
P0018154,Grinder-F2W
P0018155,Grinder-F2W
P0018156,Casual
P0018157,Churned-early
P0018158,Grinder-F2W
P0018159,Churned-early
P0018160,Churned-early
P0018161,Casual
P0018162,Churned-early
P0018163,Grinder-F2W
P0018164,Grinder-F2W
P0018165,Casual
P0018166,Casual
P0018167,Grinder-F2W
P0018168,Casual
P0018169,Churned-early
P0018170,Churned-early
P0018171,Casual
P0018172,Grinder-F2W
P0018173,Churned-early
P0018174,Casual
P0018175,Casual
P0018176,Churned-early
P0018177,Churned-early
P0018178,Casual
P0018179,Casual
P0018180,Grinder-F2W
P0018181,Casual
P0018182,Casual
P0018183,Churned-early
P0018184,Spender
P0018185,Churned-early
P0018186,Churned-early
P0018187,Casual
P0018188,Churned-early
P0018189,Casual
P0018190,Casual
P0018191,Casual
P0018192,Casual
P0018193,Churned-early
P0018194,Casual
P0018195,Casual
P0018196,Churned-early
P0018197,Casual
P0018198,Grinder-F2W
P0018199,Casual
P0018200,Churned-early
P0018201,Casual
P0018202,Casual
P0018203,Casual
P0018204,Grinder-F2W
P0018205,Churned-early
P0018206,Grinder-F2W
P0018207,Spender
P0018208,Spender
P0018209,Casual
P0018210,Casual
P0018211,Churned-early
P0018212,Casual
P0018213,Grinder-F2W
P0018214,Churned-early
P0018215,Churned-early
P0018216,Churned-early
P0018217,Casual
P0018218,Casual
P0018219,Spender
P0018220,Churned-early
P0018221,Churned-early
P0018222,Churned-early
P0018223,Grinder-F2W
P0018224,Casual
P0018225,Casual
P0018226,Casual
P0018227,Churned-early
P0018228,Grinder-F2W
P0018229,Whale
P0018230,Churned-early
P0018231,Casual
P0018232,Casual
P0018233,Churned-early
P0018234,Grinder-F2W
P0018235,Casual
P0018236,Casual
P0018237,Casual
P0018238,Casual
P0018239,Spender
P0018240,Casual
P0018241,Grinder-F2W
P0018242,Casual
P0018243,Spender
P0018244,Churned-early
P0018245,Churned-early
P0018246,Churned-early
P0018247,Churned-early
P0018248,Casual
P0018249,Casual
P0018250,Casual
P0018251,Churned-early
P0018252,Churned-early
P0018253,Grinder-F2W
P0018254,Casual
P0018255,Churned-early
P0018256,Churned-early
P0018257,Casual
P0018258,Casual
P0018259,Casual
P0018260,Churned-early
P0018261,Casual
P0018262,Churned-early
P0018263,Churned-early
P0018264,Churned-early
P0018265,Churned-early
P0018266,Churned-early
P0018267,Grinder-F2W
P0018268,Grinder-F2W
P0018269,Casual
P0018270,Casual
P0018271,Churned-early
P0018272,Casual
P0018273,Casual
P0018274,Casual
P0018275,Casual
P0018276,Churned-early
P0018277,Casual
P0018278,Churned-early
P0018279,Churned-early
P0018280,Grinder-F2W
P0018281,Churned-early
P0018282,Casual
P0018283,Casual
P0018284,Churned-early
P0018285,Churned-early
P0018286,Casual
P0018287,Casual
P0018288,Spender
P0018289,Grinder-F2W
P0018290,Grinder-F2W
P0018291,Casual
P0018292,Casual
P0018293,Churned-early
P0018294,Churned-early
P0018295,Casual
P0018296,Churned-early
P0018297,Casual
P0018298,Churned-early
P0018299,Churned-early
P0018300,Casual
P0018301,Churned-early
P0018302,Casual
P0018303,Churned-early
P0018304,Churned-early
P0018305,Casual
P0018306,Grinder-F2W
P0018307,Churned-early
P0018308,Casual
P0018309,Churned-early
P0018310,Casual
P0018311,Churned-early
P0018312,Casual
P0018313,Churned-early
P0018314,Casual
P0018315,Grinder-F2W
P0018316,Churned-early
P0018317,Casual
P0018318,Churned-early
P0018319,Churned-early
P0018320,Casual
P0018321,Casual
P0018322,Grinder-F2W
P0018323,Churned-early
P0018324,Churned-early
P0018325,Churned-early
P0018326,Casual
P0018327,Casual
P0018328,Grinder-F2W
P0018329,Casual
P0018330,Casual
P0018331,Casual
P0018332,Casual
P0018333,Grinder-F2W
P0018334,Casual
P0018335,Churned-early
P0018336,Casual
P0018337,Churned-early
P0018338,Casual
P0018339,Churned-early
P0018340,Churned-early
P0018341,Churned-early
P0018342,Churned-early
P0018343,Churned-early
P0018344,Churned-early
P0018345,Churned-early
P0018346,Grinder-F2W
P0018347,Casual
P0018348,Casual
P0018349,Grinder-F2W
P0018350,Casual
P0018351,Churned-early
P0018352,Casual
P0018353,Churned-early
P0018354,Churned-early
P0018355,Casual
P0018356,Churned-early
P0018357,Churned-early
P0018358,Casual
P0018359,Casual
P0018360,Casual
P0018361,Churned-early
P0018362,Churned-early
P0018363,Churned-early
P0018364,Casual
P0018365,Casual
P0018366,Grinder-F2W
P0018367,Casual
P0018368,Casual
P0018369,Churned-early
P0018370,Grinder-F2W
P0018371,Casual
P0018372,Grinder-F2W
P0018373,Casual
P0018374,Casual
P0018375,Casual
P0018376,Casual
P0018377,Casual
P0018378,Churned-early
P0018379,Casual
P0018380,Casual
P0018381,Casual
P0018382,Churned-early
P0018383,Casual
P0018384,Churned-early
P0018385,Churned-early
P0018386,Churned-early
P0018387,Casual
P0018388,Churned-early
P0018389,Churned-early
P0018390,Grinder-F2W
P0018391,Grinder-F2W
P0018392,Casual
P0018393,Churned-early
P0018394,Casual
P0018395,Grinder-F2W
P0018396,Churned-early
P0018397,Churned-early
P0018398,Casual
P0018399,Casual
P0018400,Churned-early
P0018401,Grinder-F2W
P0018402,Churned-early
P0018403,Casual
P0018404,Casual
P0018405,Casual
P0018406,Churned-early
P0018407,Casual
P0018408,Grinder-F2W
P0018409,Churned-early
P0018410,Casual
P0018411,Grinder-F2W
P0018412,Spender
P0018413,Churned-early
P0018414,Casual
P0018415,Churned-early
P0018416,Whale
P0018417,Casual
P0018418,Casual
P0018419,Churned-early
P0018420,Casual
P0018421,Churned-early
P0018422,Spender
P0018423,Casual
P0018424,Casual
P0018425,Grinder-F2W
P0018426,Casual
P0018427,Casual
P0018428,Casual
P0018429,Churned-early
P0018430,Casual
P0018431,Grinder-F2W
P0018432,Casual
P0018433,Churned-early
P0018434,Grinder-F2W
P0018435,Churned-early
P0018436,Churned-early
P0018437,Casual
P0018438,Casual
P0018439,Churned-early
P0018440,Spender
P0018441,Churned-early
P0018442,Casual
P0018443,Churned-early
P0018444,Churned-early
P0018445,Churned-early
P0018446,Casual
P0018447,Casual
P0018448,Churned-early
P0018449,Casual
P0018450,Churned-early
P0018451,Churned-early
P0018452,Grinder-F2W
P0018453,Churned-early
P0018454,Churned-early
P0018455,Casual
P0018456,Grinder-F2W
P0018457,Churned-early
P0018458,Casual
P0018459,Churned-early
P0018460,Casual
P0018461,Casual
P0018462,Churned-early
P0018463,Grinder-F2W
P0018464,Casual
P0018465,Casual
P0018466,Churned-early
P0018467,Casual
P0018468,Churned-early
P0018469,Casual
P0018470,Churned-early
P0018471,Spender
P0018472,Casual
P0018473,Casual
P0018474,Churned-early
P0018475,Churned-early
P0018476,Casual
P0018477,Churned-early
P0018478,Casual
P0018479,Churned-early
P0018480,Churned-early
P0018481,Churned-early
P0018482,Grinder-F2W
P0018483,Casual
P0018484,Spender
P0018485,Casual
P0018486,Grinder-F2W
P0018487,Spender
P0018488,Casual
P0018489,Casual
P0018490,Casual
P0018491,Casual
P0018492,Churned-early
P0018493,Casual
P0018494,Grinder-F2W
P0018495,Churned-early
P0018496,Casual
P0018497,Casual
P0018498,Spender
P0018499,Churned-early
P0018500,Casual
P0018501,Grinder-F2W
P0018502,Churned-early
P0018503,Churned-early
P0018504,Casual
P0018505,Casual
P0018506,Casual
P0018507,Casual
P0018508,Churned-early
P0018509,Churned-early
P0018510,Casual
P0018511,Casual
P0018512,Casual
P0018513,Casual
P0018514,Casual
P0018515,Churned-early
P0018516,Churned-early
P0018517,Churned-early
P0018518,Churned-early
P0018519,Churned-early
P0018520,Grinder-F2W
P0018521,Grinder-F2W
P0018522,Churned-early
P0018523,Churned-early
P0018524,Casual
P0018525,Churned-early
P0018526,Churned-early
P0018527,Churned-early
P0018528,Churned-early
P0018529,Churned-early
P0018530,Churned-early
P0018531,Churned-early
P0018532,Casual
P0018533,Casual
P0018534,Casual
P0018535,Grinder-F2W
P0018536,Grinder-F2W
P0018537,Casual
P0018538,Churned-early
P0018539,Grinder-F2W
P0018540,Casual
P0018541,Churned-early
P0018542,Casual
P0018543,Churned-early
P0018544,Churned-early
P0018545,Casual
P0018546,Casual
P0018547,Churned-early
P0018548,Casual
P0018549,Casual
P0018550,Casual
P0018551,Grinder-F2W
P0018552,Casual
P0018553,Churned-early
P0018554,Churned-early
P0018555,Churned-early
P0018556,Churned-early
P0018557,Grinder-F2W
P0018558,Casual
P0018559,Grinder-F2W
P0018560,Spender
P0018561,Churned-early
P0018562,Casual
P0018563,Casual
P0018564,Casual
P0018565,Casual
P0018566,Churned-early
P0018567,Casual
P0018568,Casual
P0018569,Churned-early
P0018570,Casual
P0018571,Churned-early
P0018572,Grinder-F2W
P0018573,Churned-early
P0018574,Grinder-F2W
P0018575,Casual
P0018576,Casual
P0018577,Casual
P0018578,Spender
P0018579,Casual
P0018580,Churned-early
P0018581,Casual
P0018582,Casual
P0018583,Churned-early
P0018584,Casual
P0018585,Churned-early
P0018586,Casual
P0018587,Churned-early
P0018588,Casual
P0018589,Casual
P0018590,Grinder-F2W
P0018591,Casual
P0018592,Casual
P0018593,Churned-early
P0018594,Grinder-F2W
P0018595,Casual
P0018596,Casual
P0018597,Grinder-F2W
P0018598,Casual
P0018599,Churned-early
P0018600,Casual
P0018601,Churned-early
P0018602,Casual
P0018603,Casual
P0018604,Spender
P0018605,Churned-early
P0018606,Churned-early
P0018607,Casual
P0018608,Casual
P0018609,Casual
P0018610,Casual
P0018611,Churned-early
P0018612,Casual
P0018613,Casual
P0018614,Churned-early
P0018615,Churned-early
P0018616,Casual
P0018617,Casual
P0018618,Casual
P0018619,Casual
P0018620,Churned-early
P0018621,Casual
P0018622,Churned-early
P0018623,Grinder-F2W
P0018624,Casual
P0018625,Churned-early
P0018626,Casual
P0018627,Casual
P0018628,Churned-early
P0018629,Casual
P0018630,Casual
P0018631,Churned-early
P0018632,Churned-early
P0018633,Grinder-F2W
P0018634,Churned-early
P0018635,Grinder-F2W
P0018636,Casual
P0018637,Casual
P0018638,Casual
P0018639,Casual
P0018640,Spender
P0018641,Casual
P0018642,Casual
P0018643,Churned-early
P0018644,Churned-early
P0018645,Casual
P0018646,Grinder-F2W
P0018647,Churned-early
P0018648,Churned-early
P0018649,Casual
P0018650,Grinder-F2W
P0018651,Grinder-F2W
P0018652,Casual
P0018653,Casual
P0018654,Grinder-F2W
P0018655,Churned-early
P0018656,Casual
P0018657,Churned-early
P0018658,Casual
P0018659,Casual
P0018660,Casual
P0018661,Grinder-F2W
P0018662,Casual
P0018663,Grinder-F2W
P0018664,Casual
P0018665,Churned-early
P0018666,Spender
P0018667,Casual
P0018668,Grinder-F2W
P0018669,Casual
P0018670,Grinder-F2W
P0018671,Casual
P0018672,Casual
P0018673,Casual
P0018674,Churned-early
P0018675,Churned-early
P0018676,Churned-early
P0018677,Casual
P0018678,Casual
P0018679,Churned-early
P0018680,Casual
P0018681,Grinder-F2W
P0018682,Churned-early
P0018683,Casual
P0018684,Casual
P0018685,Churned-early
P0018686,Churned-early
P0018687,Casual
P0018688,Churned-early
P0018689,Grinder-F2W
P0018690,Churned-early
P0018691,Casual
P0018692,Casual
P0018693,Casual
P0018694,Churned-early
P0018695,Casual
P0018696,Grinder-F2W
P0018697,Churned-early
P0018698,Casual
P0018699,Casual
P0018700,Casual
P0018701,Casual
P0018702,Churned-early
P0018703,Churned-early
P0018704,Churned-early
P0018705,Casual
P0018706,Churned-early
P0018707,Churned-early
P0018708,Casual
P0018709,Spender
P0018710,Casual
P0018711,Casual
P0018712,Churned-early
P0018713,Spender
P0018714,Churned-early
P0018715,Grinder-F2W
P0018716,Grinder-F2W
P0018717,Casual
P0018718,Churned-early
P0018719,Churned-early
P0018720,Churned-early
P0018721,Churned-early
P0018722,Casual
P0018723,Grinder-F2W
P0018724,Spender
P0018725,Casual
P0018726,Casual
P0018727,Casual
P0018728,Casual
P0018729,Grinder-F2W
P0018730,Whale
P0018731,Casual
P0018732,Churned-early
P0018733,Churned-early
P0018734,Churned-early
P0018735,Churned-early
P0018736,Casual
P0018737,Churned-early
P0018738,Churned-early
P0018739,Churned-early
P0018740,Churned-early
P0018741,Churned-early
P0018742,Spender
P0018743,Churned-early
P0018744,Spender
P0018745,Casual
P0018746,Grinder-F2W
P0018747,Casual
P0018748,Casual
P0018749,Grinder-F2W
P0018750,Casual
P0018751,Churned-early
P0018752,Casual
P0018753,Churned-early
P0018754,Churned-early
P0018755,Casual
P0018756,Churned-early
P0018757,Churned-early
P0018758,Spender
P0018759,Churned-early
P0018760,Casual
P0018761,Casual
P0018762,Spender
P0018763,Casual
P0018764,Casual
P0018765,Churned-early
P0018766,Churned-early
P0018767,Casual
P0018768,Casual
P0018769,Casual
P0018770,Casual
P0018771,Casual
P0018772,Casual
P0018773,Spender
P0018774,Churned-early
P0018775,Churned-early
P0018776,Churned-early
P0018777,Grinder-F2W
P0018778,Casual
P0018779,Churned-early
P0018780,Casual
P0018781,Churned-early
P0018782,Grinder-F2W
P0018783,Churned-early
P0018784,Casual
P0018785,Casual
P0018786,Casual
P0018787,Casual
P0018788,Casual
P0018789,Casual
P0018790,Casual
P0018791,Churned-early
P0018792,Churned-early
P0018793,Churned-early
P0018794,Casual
P0018795,Casual
P0018796,Casual
P0018797,Grinder-F2W
P0018798,Casual
P0018799,Churned-early
P0018800,Casual
P0018801,Grinder-F2W
P0018802,Casual
P0018803,Casual
P0018804,Casual
P0018805,Casual
P0018806,Casual
P0018807,Casual
P0018808,Churned-early
P0018809,Churned-early
P0018810,Casual
P0018811,Casual
P0018812,Churned-early
P0018813,Casual
P0018814,Casual
P0018815,Grinder-F2W
P0018816,Casual
P0018817,Grinder-F2W
P0018818,Casual
P0018819,Casual
P0018820,Churned-early
P0018821,Churned-early
P0018822,Casual
P0018823,Casual
P0018824,Spender
P0018825,Grinder-F2W
P0018826,Casual
P0018827,Spender
P0018828,Casual
P0018829,Casual
P0018830,Churned-early
P0018831,Casual
P0018832,Casual
P0018833,Churned-early
P0018834,Grinder-F2W
P0018835,Churned-early
P0018836,Churned-early
P0018837,Casual
P0018838,Casual
P0018839,Casual
P0018840,Casual
P0018841,Churned-early
P0018842,Spender
P0018843,Casual
P0018844,Churned-early
P0018845,Grinder-F2W
P0018846,Churned-early
P0018847,Casual
P0018848,Grinder-F2W
P0018849,Casual
P0018850,Casual
P0018851,Churned-early
P0018852,Grinder-F2W
P0018853,Churned-early
P0018854,Grinder-F2W
P0018855,Casual
P0018856,Churned-early
P0018857,Grinder-F2W
P0018858,Casual
P0018859,Grinder-F2W
P0018860,Casual
P0018861,Churned-early
P0018862,Churned-early
P0018863,Casual
P0018864,Churned-early
P0018865,Churned-early
P0018866,Churned-early
P0018867,Casual
P0018868,Casual
P0018869,Casual
P0018870,Grinder-F2W
P0018871,Casual
P0018872,Casual
P0018873,Churned-early
P0018874,Churned-early
P0018875,Casual
P0018876,Casual
P0018877,Casual
P0018878,Grinder-F2W
P0018879,Spender
P0018880,Grinder-F2W
P0018881,Casual
P0018882,Churned-early
P0018883,Casual
P0018884,Casual
P0018885,Casual
P0018886,Churned-early
P0018887,Churned-early
P0018888,Casual
P0018889,Grinder-F2W
P0018890,Casual
P0018891,Casual
P0018892,Grinder-F2W
P0018893,Casual
P0018894,Casual
P0018895,Grinder-F2W
P0018896,Spender
P0018897,Casual
P0018898,Spender
P0018899,Casual
P0018900,Churned-early
P0018901,Casual
P0018902,Casual
P0018903,Grinder-F2W
P0018904,Casual
P0018905,Casual
P0018906,Casual
P0018907,Churned-early
P0018908,Churned-early
P0018909,Churned-early
P0018910,Churned-early
P0018911,Churned-early
P0018912,Casual
P0018913,Casual
P0018914,Churned-early
P0018915,Casual
P0018916,Churned-early
P0018917,Spender
P0018918,Churned-early
P0018919,Casual
P0018920,Grinder-F2W
P0018921,Casual
P0018922,Grinder-F2W
P0018923,Casual
P0018924,Casual
P0018925,Casual
P0018926,Casual
P0018927,Spender
P0018928,Churned-early
P0018929,Churned-early
P0018930,Spender
P0018931,Grinder-F2W
P0018932,Casual
P0018933,Casual
P0018934,Casual
P0018935,Churned-early
P0018936,Casual
P0018937,Churned-early
P0018938,Casual
P0018939,Casual
P0018940,Whale
P0018941,Churned-early
P0018942,Casual
P0018943,Grinder-F2W
P0018944,Grinder-F2W
P0018945,Churned-early
P0018946,Churned-early
P0018947,Churned-early
P0018948,Casual
P0018949,Spender
P0018950,Casual
P0018951,Grinder-F2W
P0018952,Churned-early
P0018953,Churned-early
P0018954,Churned-early
P0018955,Casual
P0018956,Casual
P0018957,Churned-early
P0018958,Churned-early
P0018959,Churned-early
P0018960,Churned-early
P0018961,Spender
P0018962,Churned-early
P0018963,Casual
P0018964,Churned-early
P0018965,Churned-early
P0018966,Churned-early
P0018967,Grinder-F2W
P0018968,Churned-early
P0018969,Casual
P0018970,Casual
P0018971,Grinder-F2W
P0018972,Casual
P0018973,Churned-early
P0018974,Churned-early
P0018975,Churned-early
P0018976,Casual
P0018977,Casual
P0018978,Casual
P0018979,Churned-early
P0018980,Churned-early
P0018981,Grinder-F2W
P0018982,Casual
P0018983,Churned-early
P0018984,Churned-early
P0018985,Grinder-F2W
P0018986,Churned-early
P0018987,Casual
P0018988,Casual
P0018989,Grinder-F2W
P0018990,Casual
P0018991,Grinder-F2W
P0018992,Churned-early
P0018993,Grinder-F2W
P0018994,Grinder-F2W
P0018995,Casual
P0018996,Churned-early
P0018997,Casual
P0018998,Grinder-F2W
P0018999,Churned-early
P0019000,Grinder-F2W
P0019001,Churned-early
P0019002,Casual
P0019003,Churned-early
P0019004,Churned-early
P0019005,Casual
P0019006,Casual
P0019007,Churned-early
P0019008,Casual
P0019009,Churned-early
P0019010,Casual
P0019011,Churned-early
P0019012,Grinder-F2W
P0019013,Churned-early
P0019014,Casual
P0019015,Casual
P0019016,Casual
P0019017,Casual
P0019018,Grinder-F2W
P0019019,Casual
P0019020,Casual
P0019021,Churned-early
P0019022,Grinder-F2W
P0019023,Churned-early
P0019024,Casual
P0019025,Churned-early
P0019026,Churned-early
P0019027,Casual
P0019028,Casual
P0019029,Churned-early
P0019030,Grinder-F2W
P0019031,Grinder-F2W
P0019032,Casual
P0019033,Casual
P0019034,Churned-early
P0019035,Casual
P0019036,Grinder-F2W
P0019037,Casual
P0019038,Casual
P0019039,Churned-early
P0019040,Casual
P0019041,Grinder-F2W
P0019042,Churned-early
P0019043,Grinder-F2W
P0019044,Casual
P0019045,Churned-early
P0019046,Churned-early
P0019047,Casual
P0019048,Churned-early
P0019049,Churned-early
P0019050,Casual
P0019051,Casual
P0019052,Churned-early
P0019053,Spender
P0019054,Grinder-F2W
P0019055,Spender
P0019056,Churned-early
P0019057,Grinder-F2W
P0019058,Churned-early
P0019059,Casual
P0019060,Casual
P0019061,Casual
P0019062,Spender
P0019063,Casual
P0019064,Grinder-F2W
P0019065,Casual
P0019066,Churned-early
P0019067,Casual
P0019068,Churned-early
P0019069,Casual
P0019070,Casual
P0019071,Casual
P0019072,Churned-early
P0019073,Casual
P0019074,Casual
P0019075,Grinder-F2W
P0019076,Churned-early
P0019077,Churned-early
P0019078,Casual
P0019079,Churned-early
P0019080,Casual
P0019081,Casual
P0019082,Casual
P0019083,Casual
P0019084,Churned-early
P0019085,Grinder-F2W
P0019086,Casual
P0019087,Casual
P0019088,Casual
P0019089,Casual
P0019090,Grinder-F2W
P0019091,Grinder-F2W
P0019092,Casual
P0019093,Casual
P0019094,Casual
P0019095,Casual
P0019096,Casual
P0019097,Casual
P0019098,Spender
P0019099,Casual
P0019100,Churned-early
P0019101,Grinder-F2W
P0019102,Churned-early
P0019103,Casual
P0019104,Grinder-F2W
P0019105,Churned-early
P0019106,Churned-early
P0019107,Casual
P0019108,Grinder-F2W
P0019109,Churned-early
P0019110,Grinder-F2W
P0019111,Casual
P0019112,Casual
P0019113,Churned-early
P0019114,Churned-early
P0019115,Whale
P0019116,Casual
P0019117,Churned-early
P0019118,Casual
P0019119,Grinder-F2W
P0019120,Grinder-F2W
P0019121,Casual
P0019122,Grinder-F2W
P0019123,Grinder-F2W
P0019124,Grinder-F2W
P0019125,Churned-early
P0019126,Casual
P0019127,Churned-early
P0019128,Churned-early
P0019129,Grinder-F2W
P0019130,Casual
P0019131,Casual
P0019132,Grinder-F2W
P0019133,Casual
P0019134,Casual
P0019135,Churned-early
P0019136,Churned-early
P0019137,Grinder-F2W
P0019138,Casual
P0019139,Churned-early
P0019140,Casual
P0019141,Casual
P0019142,Churned-early
P0019143,Churned-early
P0019144,Churned-early
P0019145,Churned-early
P0019146,Churned-early
P0019147,Churned-early
P0019148,Casual
P0019149,Churned-early
P0019150,Casual
P0019151,Casual
P0019152,Churned-early
P0019153,Churned-early
P0019154,Churned-early
P0019155,Churned-early
P0019156,Churned-early
P0019157,Casual
P0019158,Casual
P0019159,Churned-early
P0019160,Casual
P0019161,Churned-early
P0019162,Grinder-F2W
P0019163,Casual
P0019164,Churned-early
P0019165,Churned-early
P0019166,Casual
P0019167,Grinder-F2W
P0019168,Grinder-F2W
P0019169,Churned-early
P0019170,Grinder-F2W
P0019171,Casual
P0019172,Churned-early
P0019173,Grinder-F2W
P0019174,Grinder-F2W
P0019175,Whale
P0019176,Churned-early
P0019177,Casual
P0019178,Churned-early
P0019179,Grinder-F2W
P0019180,Grinder-F2W
P0019181,Casual
P0019182,Casual
P0019183,Churned-early
P0019184,Casual
P0019185,Casual
P0019186,Churned-early
P0019187,Casual
P0019188,Churned-early
P0019189,Churned-early
P0019190,Casual
P0019191,Churned-early
P0019192,Churned-early
P0019193,Churned-early
P0019194,Spender
P0019195,Casual
P0019196,Casual
P0019197,Casual
P0019198,Casual
P0019199,Churned-early
P0019200,Churned-early
P0019201,Churned-early
P0019202,Churned-early
P0019203,Grinder-F2W
P0019204,Grinder-F2W
P0019205,Casual
P0019206,Casual
P0019207,Churned-early
P0019208,Casual
P0019209,Grinder-F2W
P0019210,Grinder-F2W
P0019211,Churned-early
P0019212,Churned-early
P0019213,Spender
P0019214,Grinder-F2W
P0019215,Casual
P0019216,Casual
P0019217,Grinder-F2W
P0019218,Grinder-F2W
P0019219,Grinder-F2W
P0019220,Churned-early
P0019221,Churned-early
P0019222,Casual
P0019223,Churned-early
P0019224,Spender
P0019225,Casual
P0019226,Churned-early
P0019227,Casual
P0019228,Casual
P0019229,Casual
P0019230,Grinder-F2W
P0019231,Churned-early
P0019232,Churned-early
P0019233,Grinder-F2W
P0019234,Churned-early
P0019235,Casual
P0019236,Churned-early
P0019237,Casual
P0019238,Churned-early
P0019239,Casual
P0019240,Casual
P0019241,Casual
P0019242,Churned-early
P0019243,Churned-early
P0019244,Grinder-F2W
P0019245,Churned-early
P0019246,Churned-early
P0019247,Casual
P0019248,Grinder-F2W
P0019249,Casual
P0019250,Casual
P0019251,Casual
P0019252,Churned-early
P0019253,Casual
P0019254,Churned-early
P0019255,Churned-early
P0019256,Churned-early
P0019257,Churned-early
P0019258,Churned-early
P0019259,Grinder-F2W
P0019260,Churned-early
P0019261,Casual
P0019262,Casual
P0019263,Casual
P0019264,Churned-early
P0019265,Casual
P0019266,Grinder-F2W
P0019267,Churned-early
P0019268,Churned-early
P0019269,Casual
P0019270,Casual
P0019271,Churned-early
P0019272,Casual
P0019273,Grinder-F2W
P0019274,Casual
P0019275,Casual
P0019276,Grinder-F2W
P0019277,Casual
P0019278,Churned-early
P0019279,Casual
P0019280,Casual
P0019281,Casual
P0019282,Casual
P0019283,Casual
P0019284,Churned-early
P0019285,Casual
P0019286,Grinder-F2W
P0019287,Churned-early
P0019288,Churned-early
P0019289,Casual
P0019290,Casual
P0019291,Churned-early
P0019292,Grinder-F2W
P0019293,Casual
P0019294,Casual
P0019295,Casual
P0019296,Casual
P0019297,Casual
P0019298,Casual
P0019299,Grinder-F2W
P0019300,Grinder-F2W
P0019301,Casual
P0019302,Churned-early
P0019303,Churned-early
P0019304,Casual
P0019305,Churned-early
P0019306,Casual
P0019307,Casual
P0019308,Churned-early
P0019309,Grinder-F2W
P0019310,Casual
P0019311,Churned-early
P0019312,Casual
P0019313,Churned-early
P0019314,Casual
P0019315,Churned-early
P0019316,Grinder-F2W
P0019317,Casual
P0019318,Casual
P0019319,Churned-early
P0019320,Casual
P0019321,Casual
P0019322,Churned-early
P0019323,Churned-early
P0019324,Spender
P0019325,Grinder-F2W
P0019326,Casual
P0019327,Churned-early
P0019328,Casual
P0019329,Casual
P0019330,Casual
P0019331,Casual
P0019332,Casual
P0019333,Churned-early
P0019334,Casual
P0019335,Casual
P0019336,Grinder-F2W
P0019337,Casual
P0019338,Casual
P0019339,Casual
P0019340,Casual
P0019341,Churned-early
P0019342,Casual
P0019343,Grinder-F2W
P0019344,Churned-early
P0019345,Churned-early
P0019346,Casual
P0019347,Casual
P0019348,Casual
P0019349,Casual
P0019350,Casual
