player_id,true_segment,cluster_k5
P0017415,Casual,0
P0017416,Spender,0
P0017417,Casual,0
P0017418,Casual,0
P0017419,Casual,0
P0017420,Casual,0
P0017421,Grinder-F2W,2
P0017422,Grinder-F2W,0
P0017423,Churned-early,0
P0017424,Churned-early,0
P0017425,Churned-early,0
P0017426,Casual,3
P0017427,Casual,3
P0017428,Casual,3
P0017429,Churned-early,3
P0017430,Spender,2
P0017431,Grinder-F2W,0
P0017432,Churned-early,0
P0017433,Spender,0
P0017434,Churned-early,0
P0017435,Churned-early,3
P0017436,Casual,0
P0017437,Casual,0
P0017438,Casual,0
P0017439,Churned-early,3
P0017440,Casual,3
P0017441,Casual,0
P0017442,Casual,0
P0017443,Casual,3
P0017444,Churned-early,3
P0017445,Churned-early,3
P0017446,Churned-early,3
P0017447,Casual,0
P0017448,Spender,2
P0017449,Spender,0
P0017450,Churned-early,0
P0017451,Churned-early,3
P0017452,Churned-early,0
P0017453,Churned-early,3
P0017454,Casual,3
P0017455,Casual,0
P0017456,Grinder-F2W,2
P0017457,Churned-early,3
P0017458,Spender,2
P0017459,Churned-early,3
P0017460,Casual,0
P0017461,Casual,3
P0017462,Churned-early,3
P0017463,Churned-early,3
P0017464,Churned-early,3
P0017465,Churned-early,0
P0017466,Casual,3
P0017467,Casual,0
P0017468,Casual,3
P0017469,Churned-early,0
P0017470,Churned-early,3
P0017471,Casual,0
P0017472,Casual,3
P0017473,Casual,3
P0017474,Casual,0
P0017475,Casual,0
P0017476,Churned-early,3
P0017477,Casual,0
P0017478,Casual,3
P0017479,Churned-early,3
P0017480,Casual,0
P0017481,Casual,3
P0017482,Churned-early,0
P0017483,Churned-early,3
P0017484,Churned-early,0
P0017485,Casual,3
P0017486,Churned-early,0
P0017487,Spender,2
P0017488,Casual,0
P0017489,Churned-early,3
P0017490,Churned-early,3
P0017491,Grinder-F2W,2
P0017492,Grinder-F2W,0
P0017493,Casual,0
P0017494,Casual,0
P0017495,Churned-early,3
P0017496,Churned-early,0
P0017497,Casual,0
P0017498,Grinder-F2W,2
P0017499,Casual,0
P0017500,Churned-early,0
P0017501,Churned-early,3
P0017502,Spender,2
P0017503,Churned-early,3
P0017504,Casual,3
P0017505,Churned-early,3
P0017506,Casual,0
P0017507,Churned-early,3
P0017508,Churned-early,3
P0017509,Churned-early,0
P0017510,Casual,0
P0017511,Grinder-F2W,2
P0017512,Casual,0
P0017513,Churned-early,3
P0017514,Casual,0
P0017515,Casual,0
P0017516,Spender,2
P0017517,Casual,3
P0017518,Grinder-F2W,2
P0017519,Casual,3
P0017520,Spender,0
P0017521,Churned-early,0
P0017522,Casual,3
P0017523,Casual,3
P0017524,Grinder-F2W,0
P0017525,Casual,0
P0017526,Grinder-F2W,2
P0017527,Grinder-F2W,2
P0017528,Churned-early,3
P0017529,Casual,3
P0017530,Casual,0
P0017531,Churned-early,3
P0017532,Churned-early,3
P0017533,Casual,3
P0017534,Churned-early,0
P0017535,Spender,2
P0017536,Churned-early,3
P0017537,Casual,0
P0017538,Casual,0
P0017539,Casual,0
P0017540,Casual,3
P0017541,Casual,0
P0017542,Casual,0
P0017543,Casual,0
P0017544,Casual,3
P0017545,Churned-early,3
P0017546,Casual,0
P0017547,Casual,0
P0017548,Casual,0
P0017549,Grinder-F2W,0
P0017550,Casual,0
P0017551,Casual,3
P0017552,Grinder-F2W,0
P0017553,Churned-early,0
P0017554,Casual,3
P0017555,Churned-early,3
P0017556,Churned-early,3
P0017557,Churned-early,0
P0017558,Casual,3
P0017559,Churned-early,0
P0017560,Casual,0
P0017561,Casual,0
P0017562,Casual,0
P0017563,Churned-early,0
P0017564,Churned-early,3
P0017565,Churned-early,3
P0017566,Casual,3
P0017567,Churned-early,3
P0017568,Churned-early,0
P0017569,Spender,0
P0017570,Churned-early,0
P0017571,Casual,3
P0017572,Churned-early,3
P0017573,Grinder-F2W,0
P0017574,Casual,0
P0017575,Grinder-F2W,0
P0017576,Churned-early,3
P0017577,Casual,0
P0017578,Casual,0
P0017579,Casual,0
P0017580,Churned-early,3
P0017581,Grinder-F2W,2
P0017582,Grinder-F2W,2
P0017583,Grinder-F2W,2
P0017584,Grinder-F2W,2
P0017585,Churned-early,3
P0017586,Casual,0
P0017587,Grinder-F2W,0
P0017588,Grinder-F2W,2
P0017589,Spender,2
P0017590,Churned-early,0
P0017591,Grinder-F2W,2
P0017592,Grinder-F2W,2
P0017593,Casual,0
P0017594,Casual,0
P0017595,Spender,2
P0017596,Churned-early,3
P0017597,Grinder-F2W,2
P0017598,Grinder-F2W,2
P0017599,Casual,0
P0017600,Grinder-F2W,2
P0017601,Churned-early,3
P0017602,Casual,0
P0017603,Grinder-F2W,2
P0017604,Casual,0
P0017605,Casual,0
P0017606,Casual,0
P0017607,Grinder-F2W,2
P0017608,Casual,0
P0017609,Churned-early,3
P0017610,Casual,0
P0017611,Churned-early,3
P0017612,Grinder-F2W,2
P0017613,Casual,0
P0017614,Churned-early,0
P0017615,Churned-early,3
P0017616,Casual,3
P0017617,Churned-early,3
P0017618,Casual,0
P0017619,Casual,0
P0017620,Churned-early,3
P0017621,Spender,0
P0017622,Grinder-F2W,3
P0017623,Casual,3
P0017624,Casual,0
P0017625,Grinder-F2W,2
P0017626,Casual,3
P0017627,Grinder-F2W,2
P0017628,Spender,2
P0017629,Churned-early,3
P0017630,Casual,0
P0017631,Casual,3
P0017632,Churned-early,3
P0017633,Casual,3
P0017634,Casual,0
P0017635,Grinder-F2W,2
P0017636,Churned-early,0
P0017637,Churned-early,3
P0017638,Churned-early,3
P0017639,Churned-early,3
P0017640,Churned-early,3
P0017641,Casual,0
P0017642,Casual,3
P0017643,Casual,3
P0017644,Casual,0
P0017645,Grinder-F2W,0
P0017646,Churned-early,0
P0017647,Casual,0
P0017648,Churned-early,3
P0017649,Casual,0
P0017650,Grinder-F2W,2
P0017651,Casual,0
P0017652,Casual,0
P0017653,Casual,0
P0017654,Churned-early,3
P0017655,Casual,3
P0017656,Spender,0
P0017657,Churned-early,0
P0017658,Casual,0
P0017659,Casual,0
P0017660,Casual,3
P0017661,Casual,0
P0017662,Casual,0
P0017663,Casual,0
P0017664,Churned-early,3
P0017665,Churned-early,3
P0017666,Casual,3
P0017667,Casual,3
P0017668,Casual,3
P0017669,Churned-early,3
P0017670,Grinder-F2W,2
P0017671,Churned-early,3
P0017672,Churned-early,3
P0017673,Casual,0
P0017674,Churned-early,0
P0017675,Grinder-F2W,2
P0017676,Churned-early,0
P0017677,Churned-early,3
P0017678,Casual,3
P0017679,Churned-early,0
P0017680,Casual,0
P0017681,Casual,3
P0017682,Casual,0
P0017683,Casual,0
P0017684,Casual,3
P0017685,Casual,3
P0017686,Churned-early,3
P0017687,Casual,3
P0017688,Casual,0
P0017689,Casual,3
P0017690,Casual,3
P0017691,Churned-early,0
P0017692,Grinder-F2W,0
P0017693,Casual,3
P0017694,Casual,0
P0017695,Casual,0
P0017696,Casual,0
P0017697,Churned-early,3
P0017698,Spender,2
P0017699,Casual,0
P0017700,Whale,2
P0017701,Casual,0
P0017702,Churned-early,3
P0017703,Grinder-F2W,0
P0017704,Casual,0
P0017705,Churned-early,3
P0017706,Churned-early,3
P0017707,Churned-early,3
P0017708,Churned-early,3
P0017709,Casual,0
P0017710,Casual,0
P0017711,Casual,0
P0017712,Casual,3
P0017713,Churned-early,0
P0017714,Churned-early,3
P0017715,Casual,3
P0017716,Casual,0
P0017717,Casual,0
P0017718,Churned-early,3
P0017719,Churned-early,0
P0017720,Casual,0
P0017721,Churned-early,3
P0017722,Casual,0
P0017723,Casual,0
P0017724,Churned-early,0
P0017725,Casual,0
P0017726,Casual,0
P0017727,Casual,3
P0017728,Grinder-F2W,2
P0017729,Casual,3
P0017730,Grinder-F2W,2
P0017731,Casual,0
P0017732,Churned-early,3
P0017733,Casual,0
P0017734,Churned-early,0
P0017735,Casual,0
P0017736,Casual,3
P0017737,Casual,3
P0017738,Casual,0
P0017739,Casual,3
P0017740,Grinder-F2W,2
P0017741,Casual,0
P0017742,Casual,3
P0017743,Casual,3
P0017744,Grinder-F2W,0
P0017745,Churned-early,3
P0017746,Casual,3
P0017747,Casual,0
P0017748,Casual,0
P0017749,Churned-early,3
P0017750,Churned-early,3
P0017751,Casual,0
P0017752,Casual,0
P0017753,Casual,3
P0017754,Churned-early,3
P0017755,Casual,3
P0017756,Churned-early,3
P0017757,Casual,0
P0017758,Grinder-F2W,2
P0017759,Casual,3
P0017760,Casual,3
P0017761,Casual,0
P0017762,Churned-early,3
P0017763,Churned-early,3
P0017764,Churned-early,3
P0017765,Casual,0
P0017766,Casual,0
P0017767,Casual,0
P0017768,Casual,3
P0017769,Spender,2
P0017770,Churned-early,3
P0017771,Casual,3
P0017772,Churned-early,3
P0017773,Churned-early,3
P0017774,Casual,3
P0017775,Casual,3
P0017776,Churned-early,0
P0017777,Spender,2
P0017778,Churned-early,0
P0017779,Casual,0
P0017780,Churned-early,0
P0017781,Casual,3
P0017782,Casual,0
P0017783,Grinder-F2W,0
P0017784,Casual,3
P0017785,Grinder-F2W,2
P0017786,Casual,0
P0017787,Casual,0
P0017788,Churned-early,0
P0017789,Churned-early,0
P0017790,Casual,3
P0017791,Churned-early,0
P0017792,Churned-early,3
P0017793,Churned-early,0
P0017794,Casual,3
P0017795,Whale,2
P0017796,Churned-early,3
P0017797,Casual,3
P0017798,Churned-early,3
P0017799,Casual,0
P0017800,Grinder-F2W,0
P0017801,Spender,2
P0017802,Grinder-F2W,0
P0017803,Casual,0
P0017804,Casual,3
P0017805,Casual,3
P0017806,Churned-early,0
P0017807,Casual,3
P0017808,Grinder-F2W,0
P0017809,Casual,0
P0017810,Casual,0
P0017811,Churned-early,3
P0017812,Casual,0
P0017813,Churned-early,3
P0017814,Grinder-F2W,0
P0017815,Casual,0
P0017816,Casual,3
P0017817,Churned-early,3
P0017818,Spender,2
P0017819,Casual,3
P0017820,Casual,3
P0017821,Churned-early,3
P0017822,Churned-early,3
P0017823,Casual,0
P0017824,Casual,0
P0017825,Churned-early,3
P0017826,Casual,0
P0017827,Casual,0
P0017828,Grinder-F2W,0
P0017829,Casual,3
P0017830,Casual,0
P0017831,Churned-early,0
P0017832,Grinder-F2W,0
P0017833,Churned-early,3
P0017834,Churned-early,3
P0017835,Churned-early,0
P0017836,Casual,3
P0017837,Casual,0
P0017838,Casual,0
P0017839,Casual,3
P0017840,Casual,3
P0017841,Casual,3
P0017842,Grinder-F2W,2
P0017843,Churned-early,3
P0017844,Casual,0
P0017845,Churned-early,3
P0017846,Churned-early,3
P0017847,Casual,0
P0017848,Grinder-F2W,2
P0017849,Grinder-F2W,2
P0017850,Churned-early,0
P0017851,Casual,0
P0017852,Churned-early,3
P0017853,Churned-early,3
P0017854,Casual,3
P0017855,Churned-early,3
P0017856,Churned-early,3
P0017857,Casual,0
P0017858,Grinder-F2W,0
P0017859,Spender,0
P0017860,Casual,0
P0017861,Grinder-F2W,0
P0017862,Grinder-F2W,2
P0017863,Churned-early,0
P0017864,Spender,0
P0017865,Churned-early,3
P0017866,Churned-early,3
P0017867,Grinder-F2W,2
P0017868,Casual,0
P0017869,Grinder-F2W,0
P0017870,Grinder-F2W,0
P0017871,Churned-early,3
P0017872,Casual,0
P0017873,Casual,3
P0017874,Casual,3
P0017875,Churned-early,3
P0017876,Churned-early,3
P0017877,Grinder-F2W,2
P0017878,Churned-early,0
P0017879,Churned-early,0
P0017880,Casual,3
P0017881,Casual,3
P0017882,Churned-early,3
P0017883,Casual,0
P0017884,Churned-early,3
P0017885,Churned-early,3
P0017886,Casual,3
P0017887,Churned-early,0
P0017888,Casual,3
P0017889,Casual,0
P0017890,Casual,3
P0017891,Churned-early,0
P0017892,Casual,0
P0017893,Casual,3
P0017894,Casual,0
P0017895,Churned-early,0
P0017896,Grinder-F2W,2
P0017897,Casual,3
P0017898,Churned-early,0
P0017899,Churned-early,3
P0017900,Casual,0
P0017901,Grinder-F2W,2
P0017902,Churned-early,3
P0017903,Churned-early,0
P0017904,Churned-early,0
P0017905,Casual,3
P0017906,Churned-early,3
P0017907,Casual,3
P0017908,Casual,0
P0017909,Churned-early,0
P0017910,Churned-early,3
P0017911,Churned-early,0
P0017912,Grinder-F2W,0
P0017913,Grinder-F2W,2
P0017914,Casual,0
P0017915,Churned-early,3
P0017916,Casual,3
P0017917,Casual,3
P0017918,Casual,3
P0017919,Grinder-F2W,0
P0017920,Casual,0
P0017921,Churned-early,3
P0017922,Grinder-F2W,2
P0017923,Casual,0
P0017924,Casual,3
P0017925,Churned-early,3
P0017926,Churned-early,3
P0017927,Casual,0
P0017928,Churned-early,0
P0017929,Churned-early,0
P0017930,Churned-early,3
P0017931,Casual,3
P0017932,Casual,3
P0017933,Casual,0
P0017934,Churned-early,3
P0017935,Casual,0
P0017936,Casual,0
P0017937,Grinder-F2W,2
P0017938,Casual,3
P0017939,Churned-early,0
P0017940,Casual,0
P0017941,Churned-early,3
P0017942,Churned-early,0
P0017943,Churned-early,3
P0017944,Casual,0
P0017945,Churned-early,3
P0017946,Casual,0
P0017947,Grinder-F2W,2
P0017948,Casual,0
P0017949,Churned-early,3
P0017950,Casual,3
P0017951,Grinder-F2W,0
P0017952,Casual,3
P0017953,Churned-early,0
P0017954,Churned-early,3
P0017955,Casual,0
P0017956,Churned-early,3
P0017957,Churned-early,0
P0017958,Casual,3
P0017959,Churned-early,3
P0017960,Spender,2
P0017961,Churned-early,0
P0017962,Churned-early,0
P0017963,Churned-early,3
P0017964,Casual,3
P0017965,Churned-early,0
P0017966,Churned-early,3
P0017967,Casual,3
P0017968,Churned-early,3
P0017969,Grinder-F2W,0
P0017970,Churned-early,3
P0017971,Churned-early,3
P0017972,Casual,3
P0017973,Spender,2
P0017974,Churned-early,3
P0017975,Churned-early,0
P0017976,Grinder-F2W,2
P0017977,Casual,0
P0017978,Churned-early,3
P0017979,Spender,0
P0017980,Spender,2
P0017981,Casual,0
P0017982,Churned-early,0
P0017983,Grinder-F2W,2
P0017984,Casual,0
P0017985,Casual,3
P0017986,Casual,0
P0017987,Churned-early,3
P0017988,Casual,0
P0017989,Casual,0
P0017990,Churned-early,0
P0017991,Churned-early,3
P0017992,Casual,0
P0017993,Casual,0
P0017994,Grinder-F2W,0
P0017995,Spender,1
P0017996,Churned-early,0
P0017997,Casual,0
P0017998,Casual,3
P0017999,Churned-early,0
P0018000,Grinder-F2W,0
P0018001,Churned-early,0
P0018002,Churned-early,0
P0018003,Casual,0
P0018004,Casual,0
P0018005,Churned-early,0
P0018006,Casual,0
P0018007,Churned-early,3
P0018008,Casual,3
P0018009,Casual,0
P0018010,Casual,0
P0018011,Churned-early,0
P0018012,Casual,3
P0018013,Churned-early,3
P0018014,Churned-early,0
P0018015,Casual,0
P0018016,Casual,0
P0018017,Casual,0
P0018018,Casual,3
P0018019,Churned-early,3
P0018020,Churned-early,0
P0018021,Casual,0
P0018022,Churned-early,3
P0018023,Grinder-F2W,0
P0018024,Churned-early,0
P0018025,Casual,0
P0018026,Churned-early,3
P0018027,Churned-early,0
P0018028,Spender,2
P0018029,Grinder-F2W,2
P0018030,Churned-early,3
P0018031,Churned-early,0
P0018032,Casual,0
P0018033,Churned-early,3
P0018034,Casual,0
P0018035,Churned-early,3
P0018036,Grinder-F2W,2
P0018037,Churned-early,3
P0018038,Churned-early,0
P0018039,Grinder-F2W,2
P0018040,Grinder-F2W,2
P0018041,Casual,3
P0018042,Casual,0
P0018043,Churned-early,3
P0018044,Churned-early,3
P0018045,Casual,0
P0018046,Grinder-F2W,0
P0018047,Casual,3
P0018048,Churned-early,3
P0018049,Grinder-F2W,2
P0018050,Casual,0
P0018051,Grinder-F2W,2
P0018052,Casual,0
P0018053,Grinder-F2W,2
P0018054,Casual,3
P0018055,Churned-early,3
P0018056,Churned-early,0
P0018057,Churned-early,3
P0018058,Spender,2
P0018059,Grinder-F2W,0
P0018060,Grinder-F2W,2
P0018061,Casual,3
P0018062,Churned-early,3
P0018063,Churned-early,0
P0018064,Churned-early,0
P0018065,Casual,0
P0018066,Casual,0
P0018067,Grinder-F2W,2
P0018068,Churned-early,3
P0018069,Casual,3
P0018070,Grinder-F2W,2
P0018071,Casual,3
P0018072,Grinder-F2W,0
P0018073,Churned-early,3
P0018074,Grinder-F2W,0
P0018075,Casual,0
P0018076,Churned-early,0
P0018077,Casual,0
P0018078,Churned-early,3
P0018079,Churned-early,0
P0018080,Casual,3
P0018081,Churned-early,0
P0018082,Casual,0
P0018083,Churned-early,0
P0018084,Casual,0
P0018085,Casual,3
P0018086,Grinder-F2W,0
P0018087,Churned-early,3
P0018088,Casual,0
P0018089,Casual,3
P0018090,Casual,0
P0018091,Grinder-F2W,2
P0018092,Casual,0
P0018093,Casual,3
P0018094,Churned-early,3
P0018095,Churned-early,3
P0018096,Grinder-F2W,2
P0018097,Casual,3
P0018098,Churned-early,0
P0018099,Churned-early,0
P0018100,Churned-early,0
P0018101,Churned-early,0
P0018102,Churned-early,0
P0018103,Casual,0
P0018104,Churned-early,0
P0018105,Grinder-F2W,2
P0018106,Churned-early,3
P0018107,Casual,0
P0018108,Casual,0
P0018109,Casual,0
P0018110,Grinder-F2W,2
P0018111,Churned-early,0
P0018112,Casual,0
P0018113,Grinder-F2W,0
P0018114,Casual,3
P0018115,Casual,0
P0018116,Churned-early,3
P0018117,Casual,0
P0018118,Churned-early,0
P0018119,Casual,0
P0018120,Casual,0
P0018121,Churned-early,3
P0018122,Grinder-F2W,0
P0018123,Churned-early,3
P0018124,Casual,0
P0018125,Churned-early,0
P0018126,Casual,0
P0018127,Casual,0
P0018128,Churned-early,0
P0018129,Casual,3
P0018130,Churned-early,0
P0018131,Churned-early,0
P0018132,Grinder-F2W,2
P0018133,Grinder-F2W,0
P0018134,Grinder-F2W,2
P0018135,Casual,0
P0018136,Casual,3
P0018137,Casual,0
P0018138,Casual,0
P0018139,Casual,0
P0018140,Churned-early,3
P0018141,Grinder-F2W,0
P0018142,Casual,0
P0018143,Spender,0
P0018144,Churned-early,3
P0018145,Grinder-F2W,2
P0018146,Grinder-F2W,2
P0018147,Grinder-F2W,2
P0018148,Grinder-F2W,0
P0018149,Churned-early,3
P0018150,Churned-early,3
P0018151,Casual,0
P0018152,Casual,3
P0018153,Churned-early,3
P0018154,Grinder-F2W,2
P0018155,Grinder-F2W,0
P0018156,Casual,0
P0018157,Churned-early,3
P0018158,Grinder-F2W,2
P0018159,Churned-early,0
P0018160,Churned-early,3
P0018161,Casual,0
P0018162,Churned-early,3
P0018163,Grinder-F2W,2
P0018164,Grinder-F2W,0
P0018165,Casual,0
P0018166,Casual,0
P0018167,Grinder-F2W,0
P0018168,Casual,3
P0018169,Churned-early,0
P0018170,Churned-early,0
P0018171,Casual,3
P0018172,Grinder-F2W,0
P0018173,Churned-early,0
P0018174,Casual,3
P0018175,Casual,0
P0018176,Churned-early,3
P0018177,Churned-early,0
P0018178,Casual,0
P0018179,Casual,0
P0018180,Grinder-F2W,2
P0018181,Casual,3
P0018182,Casual,3
P0018183,Churned-early,3
P0018184,Spender,0
P0018185,Churned-early,3
P0018186,Churned-early,0
P0018187,Casual,3
P0018188,Churned-early,3
P0018189,Casual,3
P0018190,Casual,0
P0018191,Casual,0
P0018192,Casual,3
P0018193,Churned-early,3
P0018194,Casual,0
P0018195,Casual,0
P0018196,Churned-early,0
P0018197,Casual,3
P0018198,Grinder-F2W,0
P0018199,Casual,0
P0018200,Churned-early,3
P0018201,Casual,0
P0018202,Casual,3
P0018203,Casual,0
P0018204,Grinder-F2W,2
P0018205,Churned-early,0
P0018206,Grinder-F2W,0
P0018207,Spender,2
P0018208,Spender,0
P0018209,Casual,0
P0018210,Casual,0
P0018211,Churned-early,3
P0018212,Casual,0
P0018213,Grinder-F2W,2
P0018214,Churned-early,3
P0018215,Churned-early,3
P0018216,Churned-early,3
P0018217,Casual,3
P0018218,Casual,3
P0018219,Spender,2
P0018220,Churned-early,0
P0018221,Churned-early,3
P0018222,Churned-early,0
P0018223,Grinder-F2W,0
P0018224,Casual,3
P0018225,Casual,3
P0018226,Casual,3
P0018227,Churned-early,3
P0018228,Grinder-F2W,2
P0018229,Whale,2
P0018230,Churned-early,3
P0018231,Casual,0
P0018232,Casual,0
P0018233,Churned-early,3
P0018234,Grinder-F2W,0
P0018235,Casual,0
P0018236,Casual,3
P0018237,Casual,3
P0018238,Casual,0
P0018239,Spender,2
P0018240,Casual,3
P0018241,Grinder-F2W,2
P0018242,Casual,0
P0018243,Spender,2
P0018244,Churned-early,3
P0018245,Churned-early,3
P0018246,Churned-early,3
P0018247,Churned-early,3
P0018248,Casual,0
P0018249,Casual,0
P0018250,Casual,3
P0018251,Churned-early,3
P0018252,Churned-early,3
P0018253,Grinder-F2W,2
P0018254,Casual,0
P0018255,Churned-early,0
P0018256,Churned-early,3
P0018257,Casual,0
P0018258,Casual,0
P0018259,Casual,0
P0018260,Churned-early,0
P0018261,Casual,0
P0018262,Churned-early,3
P0018263,Churned-early,0
P0018264,Churned-early,3
P0018265,Churned-early,3
P0018266,Churned-early,3
P0018267,Grinder-F2W,2
P0018268,Grinder-F2W,2
P0018269,Casual,0
P0018270,Casual,3
P0018271,Churned-early,3
P0018272,Casual,0
P0018273,Casual,0
P0018274,Casual,0
P0018275,Casual,3
P0018276,Churned-early,0
P0018277,Casual,3
P0018278,Churned-early,0
P0018279,Churned-early,3
P0018280,Grinder-F2W,0
P0018281,Churned-early,0
P0018282,Casual,3
P0018283,Casual,3
P0018284,Churned-early,3
P0018285,Churned-early,3
P0018286,Casual,3
P0018287,Casual,0
P0018288,Spender,2
P0018289,Grinder-F2W,2
P0018290,Grinder-F2W,0
P0018291,Casual,0
P0018292,Casual,3
P0018293,Churned-early,0
P0018294,Churned-early,3
P0018295,Casual,3
P0018296,Churned-early,3
P0018297,Casual,0
P0018298,Churned-early,0
P0018299,Churned-early,3
P0018300,Casual,0
P0018301,Churned-early,3
P0018302,Casual,3
P0018303,Churned-early,0
P0018304,Churned-early,3
P0018305,Casual,3
P0018306,Grinder-F2W,0
P0018307,Churned-early,3
P0018308,Casual,3
P0018309,Churned-early,3
P0018310,Casual,0
P0018311,Churned-early,3
P0018312,Casual,0
P0018313,Churned-early,3
P0018314,Casual,3
P0018315,Grinder-F2W,2
P0018316,Churned-early,3
P0018317,Casual,0
P0018318,Churned-early,3
P0018319,Churned-early,0
P0018320,Casual,3
P0018321,Casual,0
P0018322,Grinder-F2W,2
P0018323,Churned-early,3
P0018324,Churned-early,3
P0018325,Churned-early,3
P0018326,Casual,0
P0018327,Casual,3
P0018328,Grinder-F2W,2
P0018329,Casual,0
P0018330,Casual,3
P0018331,Casual,0
P0018332,Casual,3
P0018333,Grinder-F2W,0
P0018334,Casual,0
P0018335,Churned-early,3
P0018336,Casual,3
P0018337,Churned-early,3
P0018338,Casual,0
P0018339,Churned-early,3
P0018340,Churned-early,3
P0018341,Churned-early,3
P0018342,Churned-early,3
P0018343,Churned-early,3
P0018344,Churned-early,0
P0018345,Churned-early,3
P0018346,Grinder-F2W,2
P0018347,Casual,0
P0018348,Casual,3
P0018349,Grinder-F2W,0
P0018350,Casual,0
P0018351,Churned-early,3
P0018352,Casual,3
P0018353,Churned-early,3
P0018354,Churned-early,3
P0018355,Casual,0
P0018356,Churned-early,0
P0018357,Churned-early,3
P0018358,Casual,0
P0018359,Casual,0
P0018360,Casual,0
P0018361,Churned-early,0
P0018362,Churned-early,0
P0018363,Churned-early,0
P0018364,Casual,0
P0018365,Casual,0
P0018366,Grinder-F2W,2
P0018367,Casual,0
P0018368,Casual,0
P0018369,Churned-early,3
P0018370,Grinder-F2W,2
P0018371,Casual,0
P0018372,Grinder-F2W,2
P0018373,Casual,3
P0018374,Casual,3
P0018375,Casual,0
P0018376,Casual,0
P0018377,Casual,3
P0018378,Churned-early,3
P0018379,Casual,0
P0018380,Casual,0
P0018381,Casual,0
P0018382,Churned-early,3
P0018383,Casual,0
P0018384,Churned-early,0
P0018385,Churned-early,3
P0018386,Churned-early,0
P0018387,Casual,0
P0018388,Churned-early,3
P0018389,Churned-early,0
P0018390,Grinder-F2W,2
P0018391,Grinder-F2W,0
P0018392,Casual,3
P0018393,Churned-early,3
P0018394,Casual,0
P0018395,Grinder-F2W,0
P0018396,Churned-early,3
P0018397,Churned-early,0
P0018398,Casual,0
P0018399,Casual,3
P0018400,Churned-early,3
P0018401,Grinder-F2W,0
P0018402,Churned-early,3
P0018403,Casual,0
P0018404,Casual,0
P0018405,Casual,0
P0018406,Churned-early,3
P0018407,Casual,0
P0018408,Grinder-F2W,0
P0018409,Churned-early,3
P0018410,Casual,0
P0018411,Grinder-F2W,0
P0018412,Spender,2
P0018413,Churned-early,3
P0018414,Casual,0
P0018415,Churned-early,0
P0018416,Whale,1
P0018417,Casual,0
P0018418,Casual,3
P0018419,Churned-early,3
P0018420,Casual,3
P0018421,Churned-early,3
P0018422,Spender,2
P0018423,Casual,3
P0018424,Casual,0
P0018425,Grinder-F2W,0
P0018426,Casual,0
P0018427,Casual,0
P0018428,Casual,3
P0018429,Churned-early,3
P0018430,Casual,3
P0018431,Grinder-F2W,2
P0018432,Casual,3
P0018433,Churned-early,0
P0018434,Grinder-F2W,2
P0018435,Churned-early,3
P0018436,Churned-early,3
P0018437,Casual,0
P0018438,Casual,0
P0018439,Churned-early,3
P0018440,Spender,2
P0018441,Churned-early,3
P0018442,Casual,3
P0018443,Churned-early,0
P0018444,Churned-early,3
P0018445,Churned-early,3
P0018446,Casual,0
P0018447,Casual,0
P0018448,Churned-early,0
P0018449,Casual,3
P0018450,Churned-early,3
P0018451,Churned-early,0
P0018452,Grinder-F2W,0
P0018453,Churned-early,3
P0018454,Churned-early,3
P0018455,Casual,3
P0018456,Grinder-F2W,0
P0018457,Churned-early,3
P0018458,Casual,3
P0018459,Churned-early,3
P0018460,Casual,0
P0018461,Casual,0
P0018462,Churned-early,3
P0018463,Grinder-F2W,2
P0018464,Casual,0
P0018465,Casual,3
P0018466,Churned-early,0
P0018467,Casual,0
P0018468,Churned-early,3
P0018469,Casual,3
P0018470,Churned-early,3
P0018471,Spender,2
P0018472,Casual,3
P0018473,Casual,3
P0018474,Churned-early,0
P0018475,Churned-early,3
P0018476,Casual,0
P0018477,Churned-early,3
P0018478,Casual,3
P0018479,Churned-early,3
P0018480,Churned-early,3
P0018481,Churned-early,0
P0018482,Grinder-F2W,2
P0018483,Casual,0
P0018484,Spender,2
P0018485,Casual,3
P0018486,Grinder-F2W,0
P0018487,Spender,2
P0018488,Casual,0
P0018489,Casual,3
P0018490,Casual,0
P0018491,Casual,3
P0018492,Churned-early,0
P0018493,Casual,0
P0018494,Grinder-F2W,0
P0018495,Churned-early,3
P0018496,Casual,3
P0018497,Casual,3
P0018498,Spender,2
P0018499,Churned-early,3
P0018500,Casual,3
P0018501,Grinder-F2W,2
P0018502,Churned-early,3
P0018503,Churned-early,0
P0018504,Casual,3
P0018505,Casual,0
P0018506,Casual,0
P0018507,Casual,0
P0018508,Churned-early,3
P0018509,Churned-early,3
P0018510,Casual,3
P0018511,Casual,0
P0018512,Casual,0
P0018513,Casual,0
P0018514,Casual,0
P0018515,Churned-early,0
P0018516,Churned-early,0
P0018517,Churned-early,3
P0018518,Churned-early,0
P0018519,Churned-early,0
P0018520,Grinder-F2W,2
P0018521,Grinder-F2W,2
P0018522,Churned-early,3
P0018523,Churned-early,0
P0018524,Casual,3
P0018525,Churned-early,0
P0018526,Churned-early,0
P0018527,Churned-early,0
P0018528,Churned-early,0
P0018529,Churned-early,3
P0018530,Churned-early,3
P0018531,Churned-early,3
P0018532,Casual,0
P0018533,Casual,0
P0018534,Casual,3
P0018535,Grinder-F2W,2
P0018536,Grinder-F2W,0
P0018537,Casual,0
